extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,938.745,810.01,24.941,24.133,64.8,85.1,-0.022,-0.018,0.009,0.039,0.017,0.013
0,1,1059.3600000000001,782.295,24.997,24.104,47.0,85.1,-0.038,-0.032,0.034,0.034,0.023,0.013
0,1,952.675,834.585,25.073,24.113,47.6,80.1,-0.009,-0.047,0.069,0.042,0.023,0.014
0,5,1030.07,1060.56,26.619,24.766,182.8,467.3,-0.899,-0.899,0.053,0.034,0.006,0.002
0,1,770.645,905.4,25.093,24.125,58.7,83.8,0.001,-0.013,0.132,0.03,0.018,0.013
0,5,1036.045,1055.6,27.189,24.862,106.2,398.5,-0.771,-0.771,0.069,0.097,0.01,0.003
0,5,1033.05,1058.03,25.275,23.967,566.5,866.1,-0.936,-0.936,0.036,0.007,0.002,0.001
0,1,968.1800000000001,1053.685,24.719,24.775,56.4,41.0,-0.015,0.011,0.024,0.053,0.019,0.027
0,1,854.9,943.105,24.948,24.267,60.4,67.3,-0.012,-0.036,0.048,0.088,0.018,0.016
0,1,1000.8600000000001,975.325,25.239,24.138,35.7,78.8,-0.08,-0.018,0.072,0.005,0.03,0.014
0,1,968.855,964.7449999999999,25.353,24.156,22.9,80.9,-0.106,-0.024,0.043,0.047,0.048,0.013
0,5,1040.045,1057.995,24.579,23.508,921.6,1149.3,-0.909,-0.909,0.016,0.037,0.001,0.001
0,1,848.005,1017.935,24.76,24.894,67.6,39.2,-0.028,-0.015,0.012,0.026,0.016,0.028
0,1,711.72,813.33,25.078,24.198,38.1,73.7,-0.01,-0.036,0.086,0.06,0.028,0.015
0,1,1022.9200000000001,910.64,25.061,24.222,47.6,69.9,-0.034,-0.016,0.05,0.041,0.023,0.016
0,1,967.21,880.265,24.755,24.791,64.3,49.5,-0.016,-0.051,0.14,0.032,0.017,0.022
0,5,1041.34,955.135,25.24,24.231,838.7,1183.9,-0.496,-0.496,0.199,0.149,0.001,0.001
0,1,967.29,912.35,24.75,24.769,58.7,48.8,-0.019,-0.027,0.014,0.019,0.018,0.022
0,1,1062.76,943.2049999999999,24.838,24.898,58.3,36.8,-0.014,0.017,-0.0,0.059,0.019,0.029
0,5,1039.505,1069.495,25.6,24.514,384.3,484.1,-0.577,-0.577,0.084,0.074,0.003,0.002
0,5,1032.555,1055.085,25.436,24.348,511.4,662.5,-0.879,-0.879,0.065,0.064,0.002,0.002
0,1,954.01,847.46,24.779,24.762,62.7,48.5,-0.041,-0.001,0.051,0.073,0.017,0.022
0,5,1056.16,1046.715,99.999,99.999,245.8,0.0,-0.858,0.0,0.046,0.0,0.004,0.0
0,1,860.53,1034.98,24.831,24.942,66.3,40.5,-0.023,-0.035,-0.028,0.08,0.016,0.027
0,1,973.79,839.81,24.769,24.815,51.3,47.8,-0.018,-0.005,-0.031,0.037,0.021,0.023
0,5,1043.615,1043.54,26.725,28.236,213.1,27.3,-0.56,-0.56,0.031,0.037,0.005,0.04
0,1,1047.06,920.4300000000001,24.892,24.917,60.2,38.8,-0.009,0.027,0.026,0.071,0.018,0.028
0,1,752.75,1023.435,24.961,24.935,56.0,33.4,0.008,-0.029,0.043,0.026,0.019,0.033
0,5,1053.5,1046.63,99.999,99.999,262.0,0.0,-0.89,0.0,0.061,0.0,0.004,0.0
0,5,1037.09,1053.095,29.868,25.294,11.8,373.6,-0.79,-0.79,0.091,0.071,0.092,0.003
0,1,958.415,1052.84,24.834,24.859,43.6,38.6,-0.104,-0.063,0.11,0.083,0.025,0.028
0,1,865.425,1031.915,24.917,24.95,63.1,40.9,-0.023,-0.015,0.028,0.018,0.017,0.027
0,1,726.945,951.72,24.911,24.817,53.9,41.9,-0.008,-0.069,0.13,0.153,0.02,0.026
0,5,1031.065,1068.05,26.46,25.228,200.9,289.5,-0.843,-0.843,0.048,0.043,0.005,0.004
0,1,860.585,1022.625,25.27,24.403,41.4,64.9,-0.06,-0.03,0.023,0.023,0.026,0.017
0,5,1040.525,1050.065,99.999,99.999,0.0,14.7,0.0,-0.844,0.0,0.063,0.0,0.074
0,5,1047.49,1048.1,99.999,99.999,13.1,0.0,-0.837,0.0,0.037,0.0,0.083,0.0
0,1,904.165,703.615,25.525,24.48,23.4,36.1,-0.063,-0.066,0.074,-0.014,0.046,0.03
0,1,819.475,1046.705,24.927,24.912,47.4,39.9,-0.051,-0.023,0.029,0.029,0.023,0.027
0,1,831.985,965.2649999999999,24.968,25.064,55.4,34.9,-0.059,-0.067,0.057,0.112,0.02,0.031
0,1,897.1,959.55,25.023,24.781,40.9,26.7,-0.047,-0.065,0.009,0.048,0.027,0.041
0,1,931.78,845.16,24.906,24.988,61.4,45.8,-0.018,-0.031,0.035,-0.057,0.018,0.024
0,5,1028.065,1054.055,25.462,24.785,534.1,507.6,-0.873,-0.873,0.082,0.071,0.002,0.002
0,5,1030.45,1054.545,24.8,24.109,880.8,841.3,-0.873,-0.873,0.096,0.077,0.001,0.001
0,1,1064.865,909.03,25.033,25.133,52.0,34.0,-0.005,0.009,0.057,-0.001,0.021,0.032
0,5,1012.575,753.58,24.99,23.425,1260.7,2368.2,-0.565,-0.565,0.113,0.077,0.001,0.0
0,1,860.035,869.325,25.0,25.036,51.3,43.0,-0.023,-0.04,0.055,0.009,0.021,0.025
0,5,1034.475,1053.0,26.855,25.214,148.1,320.8,-0.882,-0.882,0.049,0.015,0.007,0.003
0,1,943.13,955.5350000000001,25.037,25.171,53.7,36.6,-0.03,-0.014,0.023,0.039,0.02,0.03
0,1,950.3,859.265,25.074,25.117,49.5,37.1,-0.03,-0.063,0.141,0.06,0.022,0.029
0,1,787.435,954.335,25.498,24.524,35.0,55.6,0.016,0.027,0.039,0.01,0.031,0.02
0,5,1032.51,1050.5,26.202,25.668,278.7,227.1,-0.856,-0.856,0.107,0.111,0.004,0.005
0,1,934.9300000000001,890.52,25.136,25.235,55.7,33.0,-0.002,-0.041,0.064,0.084,0.019,0.033
0,1,763.55,1024.0149999999999,25.184,25.037,48.7,32.9,-0.022,-0.03,0.049,0.063,0.022,0.033
0,5,1049.555,1072.95,24.23,23.693,683.6,526.7,-0.618,-0.618,0.028,0.078,0.002,0.002
0,1,865.76,941.5350000000001,25.143,25.22,54.4,33.9,0.01,-0.039,0.077,0.075,0.02,0.032
0,5,1023.065,1056.1,26.204,25.868,300.7,212.8,-0.804,-0.804,0.126,0.114,0.004,0.005
0,1,950.1100000000001,840.03,25.182,25.168,53.1,33.6,-0.041,-0.057,0.047,0.03,0.02,0.032
0,5,1044.9850000000001,1045.59,99.999,99.999,206.2,0.0,-0.872,0.0,0.053,0.0,0.005,0.0
0,5,1047.54,1046.06,99.999,99.999,184.9,0.0,-0.912,0.0,0.018,0.0,0.006,0.0
0,5,1049.62,1046.525,99.999,99.999,110.7,0.0,-0.86,0.0,0.039,0.0,0.01,0.0
0,1,849.59,999.5899999999999,25.576,24.623,37.4,54.6,0.001,-0.001,0.016,0.052,0.029,0.02
0,5,1039.545,954.595,25.006,23.98,1131.8,1636.5,-0.492,-0.492,0.136,0.093,0.001,0.001
0,5,1022.0350000000001,1058.065,99.999,99.999,100.9,0.0,-0.839,0.0,0.027,0.0,0.011,0.0
0,1,1014.4649999999999,946.31,25.604,24.629,35.9,53.4,-0.053,-0.022,0.132,0.042,0.03,0.02
0,1,777.9300000000001,841.88,25.466,24.731,45.4,50.5,0.027,0.012,0.013,0.023,0.024,0.022
0,5,1031.545,1047.915,99.999,99.999,99.4,0.0,-0.777,0.0,0.034,0.0,0.011,0.0
0,1,803.545,886.58,25.247,25.348,53.4,31.4,-0.013,-0.031,0.032,0.078,0.02,0.035
0,5,1033.545,1046.42,99.999,99.999,69.5,0.0,-0.838,0.0,0.061,0.0,0.016,0.0
0,1,1024.85,904.3050000000001,25.234,25.151,28.4,36.4,-0.02,-0.043,0.011,0.04,0.038,0.03
0,1,944.895,882.22,25.232,25.255,43.1,33.0,-0.043,-0.055,0.047,-0.033,0.025,0.033
0,1,902.015,839.1,25.572,24.723,40.6,53.7,0.01,0.007,0.137,0.054,0.027,0.02
0,1,737.93,1004.7850000000001,25.256,25.079,31.4,33.9,-0.065,0.0,0.075,0.089,0.035,0.032
0,1,717.57,915.1,25.578,24.744,32.9,42.5,-0.058,-0.07,0.056,0.001,0.033,0.026
0,1,1053.165,1009.47,25.664,24.721,31.4,42.7,0.041,0.067,0.148,-0.043,0.035,0.025
0,1,962.6100000000001,1036.025,25.377,25.332,30.2,19.6,-0.022,-0.025,0.033,-0.055,0.036,0.055
0,1,815.0550000000001,708.505,25.249,25.447,45.1,27.2,0.028,-0.023,0.078,0.067,0.024,0.04
0,1,834.63,759.955,25.615,24.747,40.7,57.1,-0.002,0.009,-0.023,0.032,0.027,0.019
0,1,743.41,730.615,25.707,24.728,36.0,53.1,-0.04,-0.019,0.075,-0.026,0.03,0.02
0,1,971.425,971.46,25.795,24.728,26.5,48.4,-0.049,-0.026,0.053,0.059,0.041,0.022
0,1,945.515,949.4850000000001,25.382,25.393,44.7,26.2,-0.026,-0.014,0.018,0.027,0.024,0.042
0,5,1007.3800000000001,753.6949999999999,25.254,23.485,1039.6,2236.6,-0.659,-0.659,0.149,0.052,0.001,0.0
0,1,843.53,951.24,25.367,25.479,28.2,18.2,-0.063,-0.006,0.087,0.097,0.039,0.06
0,5,1023.98,1054.07,99.999,99.999,21.7,0.0,-0.831,0.0,0.095,0.0,0.05,0.0
