extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,1002.075,936.81,25.418,24.425,28.4,28.0,0.025,0.035,0.057,0.043,0.038,0.039
0,1,902.05,821.145,25.379,24.446,32.3,29.6,-0.027,-0.005,0.019,0.03,0.034,0.037
0,1,885.625,804.15,25.358,24.477,30.0,28.2,0.003,0.021,0.065,0.122,0.036,0.038
0,1,769.89,824.48,25.336,24.499,30.7,28.1,0.026,0.043,0.013,0.116,0.035,0.039
0,1,849.795,901.595,25.446,24.563,27.3,21.4,-0.018,-0.036,0.218,0.202,0.04,0.051
0,1,775.765,824.7,25.33,24.522,32.4,27.0,0.025,-0.003,0.077,0.127,0.034,0.04
0,1,835.205,940.725,25.332,24.527,32.6,27.8,0.049,-0.01,-0.018,0.12,0.033,0.039
0,1,807.685,716.005,25.41,24.452,25.0,29.0,0.059,-0.026,0.135,0.004,0.043,0.037
0,1,912.14,933.605,25.181,24.9,34.3,21.0,0.015,0.008,0.018,0.008,0.032,0.052
0,1,890.585,969.175,99.999,99.999,0.0,4.6,0.0,0.665,0.0,0.257,0.0,0.234
0,1,951.99,974.325,25.407,24.449,30.2,28.2,0.034,0.022,0.069,0.086,0.036,0.038
0,1,779.255,715.03,25.325,24.577,31.5,23.7,0.011,0.08,0.149,0.182,0.034,0.046
0,1,808.96,791.125,25.352,24.53,31.3,26.4,0.027,0.041,0.045,0.057,0.035,0.041
0,1,833.545,1067.15,99.999,99.999,3.4,0.0,0.531,0.0,0.226,0.0,0.316,0.0
0,1,753.88,807.535,25.347,24.557,32.5,25.9,0.042,0.004,0.115,0.068,0.033,0.042
0,1,808.19,830.205,25.447,24.431,30.1,29.7,0.043,0.061,0.025,0.03,0.036,0.037
0,1,793.645,808.995,25.36,24.537,32.5,27.7,0.052,0.066,0.053,-0.04,0.033,0.039
0,1,771.235,920.62,25.379,24.509,31.2,26.5,-0.014,0.045,0.111,0.009,0.035,0.041
