extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,1056.535,775.69,99.999,99.999,29.4,0.0,-0.02,0.0,0.065,0.0,0.037,0.0
0,1,833.765,791.67,99.999,99.999,32.7,0.0,0.035,0.0,0.049,0.0,0.033,0.0
0,1,931.315,717.89,25.38,24.651,32.5,22.8,0.01,-0.037,0.038,0.034,0.033,0.048
0,1,1039.475,780.23,99.999,99.999,32.6,0.0,0.026,0.0,0.045,0.0,0.033,0.0
0,1,746.56,927.7,25.554,24.54,24.6,25.7,0.038,-0.091,0.15,0.03,0.044,0.042
0,1,797.14,965.325,25.441,24.557,33.7,25.2,0.045,0.088,0.113,0.053,0.032,0.043
0,1,846.345,732.075,25.389,24.679,32.5,13.2,-0.001,-0.026,0.094,-0.013,0.033,0.082
0,1,929.74,982.5,25.47,24.551,32.5,20.9,0.038,0.017,0.133,0.088,0.033,0.052
0,1,1060.825,711.7,99.999,99.999,31.1,0.0,0.01,0.0,0.036,0.0,0.035,0.0
0,1,921.005,760.42,25.424,24.57,33.1,25.9,-0.067,-0.019,0.106,-0.013,0.033,0.042
0,1,1026.7649999999999,781.145,25.473,24.507,31.5,24.7,0.014,-0.076,0.051,-0.025,0.034,0.044
0,1,965.5,893.67,25.431,24.574,32.4,24.4,0.032,0.007,0.131,0.085,0.033,0.044
0,1,919.76,1057.245,25.397,24.563,32.9,12.6,0.018,0.016,0.112,-0.023,0.033,0.086
0,1,891.51,1026.77,25.465,24.586,31.7,17.4,0.026,-0.013,0.041,0.101,0.034,0.062
0,1,1034.065,993.6199999999999,25.42,24.645,31.6,23.3,-0.045,0.001,0.096,0.065,0.034,0.047
0,1,1052.355,911.83,99.999,99.999,32.6,0.0,-0.032,0.0,0.034,0.0,0.033,0.0
0,1,1020.9749999999999,931.825,99.999,99.999,33.1,0.0,-0.022,0.0,0.012,0.0,0.033,0.0
0,1,806.315,744.895,25.448,24.547,30.8,16.1,0.042,0.027,0.12,-0.064,0.035,0.068
0,1,929.51,914.875,25.42,24.603,33.9,20.0,-0.069,-0.076,0.029,-0.015,0.032,0.054
0,1,927.685,793.3,25.52,24.573,27.0,23.3,0.013,-0.006,0.224,0.014,0.04,0.047
0,1,888.88,1017.0999999999999,25.478,24.527,31.5,27.5,0.005,-0.039,0.067,0.074,0.034,0.04
0,1,972.5450000000001,1013.0899999999999,25.392,24.697,33.7,22.8,0.013,0.006,0.043,-0.008,0.032,0.048
0,1,1013.0350000000001,965.4449999999999,25.482,24.577,32.2,20.8,0.031,-0.007,0.082,0.121,0.034,0.052
0,1,895.09,1024.165,25.452,24.574,31.9,27.0,0.036,-0.091,0.122,0.089,0.034,0.04
0,1,770.64,929.08,25.396,24.66,31.0,22.6,-0.002,0.053,0.096,-0.011,0.035,0.048
0,1,1058.005,908.81,25.47,24.727,29.9,9.7,-0.035,-0.054,0.076,0.06,0.036,0.112
0,1,840.19,968.02,25.472,24.67,31.2,11.4,0.025,0.133,0.145,0.084,0.035,0.096
0,1,926.275,853.85,99.999,99.999,33.8,0.0,0.002,0.0,0.061,0.0,0.032,0.0
0,1,961.8800000000001,1004.425,99.999,99.999,32.9,0.0,-0.035,0.0,0.119,0.0,0.033,0.0
0,1,813.54,920.27,25.429,24.706,33.3,23.6,0.025,-0.001,0.018,0.057,0.033,0.046
0,1,944.75,1049.005,25.43,24.65,32.1,16.9,-0.003,-0.007,0.054,0.089,0.034,0.064
0,1,816.935,947.625,25.446,24.642,33.6,21.8,0.017,-0.0,0.049,0.06,0.032,0.05
0,1,1043.855,722.125,25.495,24.556,31.8,15.8,-0.006,-0.069,0.092,0.05,0.034,0.069
